"Plot Title: site10kmWY2026"
"#","Date Time, GMT-06:00","Wind Speed, m/s (LGR S/N: 21623137, SEN S/N: 21534753)","Gust Speed, m/s (LGR S/N: 21623137, SEN S/N: 21534753)","Wind Direction, ø (LGR S/N: 21623137, SEN S/N: 21534753)","Temp, °C (LGR S/N: 21623137, SEN S/N: 21549914)","RH, % (LGR S/N: 21623137, SEN S/N: 21549914)","Pressure, mbar (LGR S/N: 21623137, SEN S/N: 21569223)","DewPt, °C (LGR S/N: 21623137, SEN S/N: 21549914)"
1,10/29/25 12:00:53 PM,0.67,1.34,119.3,7.553,39.103,1069.350,-5.468
2,10/29/25 12:10:53 PM,0.67,1.67,134.8,8.646,37.400,1069.350,-5.075
3,10/29/25 12:20:53 PM,0.33,1.00,168.5,9.384,36.495,1069.350,-4.740
4,10/29/25 12:30:53 PM,0.67,1.34,165.7,9.971,35.901,1069.350,-4.436
5,10/29/25 12:40:53 PM,0.00,0.00,285.0,10.207,33.495,1069.350,-5.143
6,10/29/25 12:50:53 PM,0.67,2.34,223.2,10.810,32.346,1069.350,-5.073
7,10/29/25 01:00:53 PM,1.67,2.67,220.4,11.159,30.593,1069.350,-5.501
8,10/29/25 01:10:53 PM,1.67,3.01,216.2,11.708,31.429,1069.350,-4.666
9,10/29/25 01:20:53 PM,1.67,3.34,231.6,12.129,31.745,1069.350,-4.165
10,10/29/25 01:30:53 PM,2.00,3.34,252.7,12.137,31.867,1069.350,-4.107
11,10/29/25 01:40:53 PM,2.34,4.34,242.9,13.239,31.794,1069.350,-3.174
12,10/29/25 01:50:53 PM,3.01,5.34,261.1,13.456,31.643,1069.350,-3.048
13,10/29/25 02:00:53 PM,4.34,6.68,252.7,13.582,32.213,1069.350,-2.698
14,10/29/25 02:10:53 PM,4.01,7.35,255.5,13.022,33.674,1069.350,-2.593
15,10/29/25 02:20:53 PM,4.34,6.35,262.5,12.735,35.349,1069.350,-2.191
16,10/29/25 02:30:53 PM,4.34,7.01,261.1,12.574,36.967,1069.350,-1.728
17,10/29/25 02:40:53 PM,4.34,7.35,261.1,12.746,38.245,1069.350,-1.113
18,10/29/25 02:50:53 PM,4.68,7.01,268.1,12.915,39.249,1069.350,-0.607
19,10/29/25 03:00:53 PM,4.68,7.01,268.1,12.716,41.408,1069.350,-0.051
20,10/29/25 03:10:53 PM,5.01,7.68,271.0,12.641,42.368,1069.350,0.197
21,10/29/25 03:20:53 PM,5.01,8.02,263.9,12.727,42.966,1069.350,0.468
22,10/29/25 03:30:53 PM,4.68,7.01,271.0,12.974,43.307,1069.350,0.801
23,10/29/25 03:40:53 PM,4.34,6.35,263.9,13.016,43.732,1069.350,0.975
24,10/29/25 03:50:53 PM,4.34,7.35,268.1,13.223,43.688,1069.350,1.149
25,10/29/25 04:00:53 PM,4.68,7.35,266.7,13.169,44.926,1069.350,1.488
26,10/29/25 04:10:53 PM,5.01,7.68,262.5,12.982,45.843,1069.350,1.600
27,10/29/25 04:20:53 PM,5.01,7.68,259.7,12.813,45.888,1069.350,1.459
28,10/29/25 04:30:53 PM,5.01,7.35,262.5,12.705,46.748,1069.350,1.619
29,10/29/25 04:40:53 PM,4.68,7.01,268.1,12.588,46.459,1069.350,1.426
30,10/29/25 04:50:53 PM,5.01,7.68,262.5,12.413,46.395,1069.350,1.247
31,10/29/25 05:00:53 PM,5.01,7.35,251.3,12.282,46.535,1069.350,1.169
32,10/29/25 05:10:53 PM,4.68,7.01,256.9,12.035,46.854,1069.350,1.038
33,10/29/25 05:20:53 PM,4.01,6.01,254.1,11.915,47.218,1069.350,1.035
34,10/29/25 05:30:53 PM,3.67,5.34,255.5,11.663,47.749,1069.350,0.960
35,10/29/25 05:40:53 PM,3.67,5.34,255.5,11.381,48.862,1069.350,1.020
36,10/29/25 05:50:53 PM,3.01,5.01,252.7,11.038,49.685,1069.350,0.936
37,10/29/25 06:00:53 PM,3.01,4.68,256.9,10.553,51.171,1069.350,0.897
38,10/29/25 06:10:53 PM,2.67,4.34,259.7,9.872,53.132,1069.350,0.787
39,10/29/25 06:20:53 PM,2.34,3.67,258.3,8.952,55.586,1069.350,0.555
40,10/29/25 06:30:53 PM,2.34,3.34,259.7,7.247,60.206,1069.350,0.055
41,10/29/25 06:40:53 PM,2.34,3.01,275.2,6.153,63.207,1069.350,-0.311
42,10/29/25 06:50:53 PM,2.00,3.01,268.1,6.207,62.315,1069.350,-0.455
43,10/29/25 07:00:53 PM,2.67,3.67,247.1,5.008,65.953,1069.350,-0.818
44,10/29/25 07:10:53 PM,2.00,3.01,275.2,3.569,69.711,1069.350,-1.440
45,10/29/25 07:20:53 PM,2.34,3.34,263.9,3.955,69.136,1069.350,-1.183
46,10/29/25 07:30:53 PM,2.34,3.67,263.9,5.137,65.467,1069.350,-0.797
47,10/29/25 07:40:53 PM,2.00,2.67,262.5,4.223,67.903,1069.350,-1.171
48,10/29/25 07:50:53 PM,2.67,3.34,266.7,3.258,71.466,1069.350,-1.401
49,10/29/25 08:00:53 PM,3.01,4.01,275.2,4.461,68.757,1069.350,-0.772
50,10/29/25 08:10:53 PM,1.34,2.67,297.6,4.309,68.376,1069.350,-0.994
51,10/29/25 08:20:53 PM,2.67,4.34,299.0,3.526,70.845,1069.350,-1.262
52,10/29/25 08:30:53 PM,2.67,3.67,285.0,4.129,69.104,1069.350,-1.022
53,10/29/25 08:40:53 PM,2.67,3.01,279.4,4.539,67.524,1069.350,-0.945
54,10/29/25 08:50:53 PM,2.00,3.01,283.6,4.234,68.397,1069.350,-1.062
55,10/29/25 09:00:53 PM,2.00,3.01,275.2,4.011,69.042,1069.350,-1.147
56,10/29/25 09:10:53 PM,2.34,3.34,252.7,3.327,70.445,1069.350,-1.531
57,10/29/25 09:20:53 PM,2.67,3.67,265.3,2.400,73.956,1069.350,-1.764
58,10/29/25 09:30:53 PM,2.00,3.67,320.1,1.413,77.246,1069.350,-2.132
59,10/29/25 09:40:53 PM,1.67,3.01,311.7,1.762,76.741,1069.350,-1.882
60,10/29/25 09:50:53 PM,1.00,3.01,303.2,1.681,77.079,1069.350,-1.901
61,10/29/25 10:00:53 PM,1.00,2.34,256.9,1.448,77.675,1069.350,-2.023
62,10/29/25 10:10:53 PM,1.67,2.34,256.9,1.175,78.570,1069.350,-2.134
63,10/29/25 10:20:53 PM,2.00,3.34,258.3,1.553,78.543,1069.350,-1.771
64,10/29/25 10:30:53 PM,2.00,3.34,307.5,1.877,77.119,1069.350,-1.703
65,10/29/25 10:40:53 PM,2.00,3.01,314.5,0.847,80.131,1069.350,-2.188
66,10/29/25 10:50:53 PM,1.67,3.34,275.2,0.700,81.477,1069.350,-2.107
67,10/29/25 11:00:53 PM,1.67,2.34,275.2,0.947,79.583,1069.350,-2.183
68,10/29/25 11:10:53 PM,1.67,3.01,238.7,0.105,82.383,1069.350,-2.540
69,10/29/25 11:20:53 PM,0.67,1.67,334.1,-0.541,85.318,1069.350,-2.702
70,10/29/25 11:30:53 PM,0.33,1.67,310.3,0.252,82.080,1069.350,-2.445
71,10/29/25 11:40:53 PM,1.67,2.67,279.4,0.748,81.718,1069.350,-2.020
72,10/29/25 11:50:53 PM,1.67,2.67,273.8,-0.016,81.798,1069.350,-2.754
73,10/30/25 12:00:53 AM,1.34,2.00,299.0,-0.876,86.587,1069.350,-2.834
74,10/30/25 12:10:53 AM,2.00,3.34,292.0,0.166,84.224,1069.350,-2.182
75,10/30/25 12:20:53 AM,3.01,3.67,273.8,0.893,82.251,1069.350,-1.790
76,10/30/25 12:30:53 AM,3.01,4.01,269.6,0.630,82.560,1069.350,-1.996
77,10/30/25 12:40:53 AM,2.34,3.34,272.4,0.405,83.511,1069.350,-2.062
78,10/30/25 12:50:53 AM,2.34,3.01,275.2,0.957,82.309,1069.350,-1.717
79,10/30/25 01:00:53 AM,2.67,3.34,258.3,1.228,80.401,1069.350,-1.770
80,10/30/25 01:10:53 AM,2.00,3.01,268.1,0.164,82.870,1069.350,-2.402
81,10/30/25 01:20:53 AM,2.67,3.67,254.1,0.301,82.908,1069.350,-2.262
82,10/30/25 01:30:53 AM,1.00,2.00,11.2,-0.244,84.306,1069.350,-2.571
83,10/30/25 01:40:53 AM,0.33,1.34,332.7,0.858,80.339,1069.350,-2.142
84,10/30/25 01:50:53 AM,0.33,1.34,325.7,0.102,82.519,1069.350,-2.520
85,10/30/25 02:00:53 AM,2.67,3.67,313.1,-0.525,84.146,1069.350,-2.873
86,10/30/25 02:10:53 AM,2.00,3.67,304.7,-0.584,85.353,1069.350,-2.739
87,10/30/25 02:20:53 AM,1.67,2.67,259.7,-0.375,84.974,1069.350,-2.594
88,10/30/25 02:30:53 AM,1.67,3.01,275.2,-0.163,84.059,1069.350,-2.531
89,10/30/25 02:40:53 AM,0.67,2.00,56.2,-0.716,84.852,1069.350,-2.948
90,10/30/25 02:50:53 AM,1.00,3.01,226.0,-0.745,85.806,1069.350,-2.827
91,10/30/25 03:00:53 AM,0.67,1.67,244.3,-0.611,84.996,1069.350,-2.822
92,10/30/25 03:10:53 AM,0.33,1.34,278.0,-1.056,86.091,1069.350,-3.088
93,10/30/25 03:20:53 AM,1.00,2.00,286.4,-1.126,86.506,1069.350,-3.093
94,10/30/25 03:30:53 AM,0.33,2.00,344.0,-1.501,86.685,1069.350,-3.434
95,10/30/25 03:40:53 AM,0.00,1.00,345.4,-1.986,88.838,1069.350,-3.585
96,10/30/25 03:50:53 AM,0.67,1.00,345.4,-2.547,89.546,1069.350,-4.034
97,10/30/25 04:00:53 AM,1.34,1.67,332.7,-3.035,90.549,1069.350,-4.369
98,10/30/25 04:10:53 AM,1.67,2.34,329.9,-3.268,91.530,1069.350,-4.457
99,10/30/25 04:20:53 AM,1.34,2.00,320.1,-3.035,90.735,1069.350,-4.342
100,10/30/25 04:30:53 AM,0.67,1.67,327.1,-2.876,89.786,1069.350,-4.324
101,10/30/25 04:40:53 AM,0.00,0.67,328.5,-3.262,91.353,1069.350,-4.477
102,10/30/25 04:50:53 AM,0.33,1.00,299.0,-3.262,90.150,1069.350,-4.652
103,10/30/25 05:00:53 AM,0.33,0.67,287.8,-4.118,92.224,1069.350,-5.200
104,10/30/25 05:10:53 AM,0.00,0.00,287.8,-4.871,93.672,1069.350,-5.744
105,10/30/25 05:20:53 AM,0.00,0.00,287.8,-4.506,96.240,1069.350,-5.025
106,10/30/25 05:30:53 AM,0.33,1.34,287.8,-4.295,94.763,1069.350,-5.018
107,10/30/25 05:40:53 AM,1.67,2.00,276.6,-4.665,93.689,1069.350,-5.537
108,10/30/25 05:50:53 AM,1.34,1.67,275.2,-3.866,93.993,1069.350,-4.699
109,10/30/25 06:00:53 AM,0.33,1.00,275.2,-3.319,90.953,1069.350,-4.591
110,10/30/25 06:10:53 AM,0.33,1.67,276.6,-4.651,91.885,1069.350,-5.778
111,10/30/25 06:20:53 AM,1.34,2.00,292.0,-4.777,94.833,1069.350,-5.489
112,10/30/25 06:30:53 AM,1.00,1.34,294.8,-4.225,94.377,1069.350,-5.003
113,10/30/25 06:40:53 AM,1.34,2.00,286.4,-4.619,93.703,1069.350,-5.489
114,10/30/25 06:50:53 AM,1.67,2.00,269.6,-5.536,94.282,1069.350,-6.320
115,10/30/25 07:00:53 AM,1.34,1.67,294.8,-4.603,94.580,1069.350,-5.351
116,10/30/25 07:10:53 AM,1.34,1.67,304.7,-4.686,93.712,1069.350,-5.554
117,10/30/25 07:20:53 AM,1.00,1.67,306.1,-4.823,93.918,1069.350,-5.662
118,10/30/25 07:30:53 AM,0.67,1.34,311.7,-4.734,93.756,1069.350,-5.596
119,10/30/25 07:40:53 AM,0.33,1.00,311.7,-4.649,93.639,1069.350,-5.528
120,10/30/25 07:50:53 AM,0.00,0.00,311.7,-4.686,93.658,1069.350,-5.562
121,10/30/25 08:00:53 AM,0.00,0.00,311.7,-4.973,94.881,1069.350,-5.677
122,10/30/25 08:10:53 AM,0.33,1.00,311.7,-5.137,94.911,1069.350,-5.836
123,10/30/25 08:20:53 AM,0.67,1.00,311.7,-5.072,93.895,1069.350,-5.912
124,10/30/25 08:30:53 AM,0.67,1.00,311.7,-5.244,93.109,1069.350,-6.193
125,10/30/25 08:40:53 AM,0.00,0.67,311.7,-4.249,91.585,1069.350,-5.422
126,10/30/25 08:50:53 AM,0.33,1.00,311.7,-4.431,87.655,1069.350,-6.176
127,10/30/25 09:00:53 AM,0.67,1.34,311.7,-4.260,90.361,1069.350,-5.609
128,10/30/25 09:10:53 AM,0.33,0.67,311.7,-2.716,88.154,1069.350,-4.409
129,10/30/25 09:20:53 AM,0.00,0.00,311.7,-1.901,86.523,1069.350,-3.853
130,10/30/25 09:30:53 AM,0.00,0.00,311.7,-0.380,84.044,1069.350,-2.747
131,10/30/25 09:40:53 AM,0.00,0.00,311.7,1.338,79.669,1069.350,-1.787
132,10/30/25 09:50:53 AM,0.00,0.00,311.7,2.555,78.485,1069.350,-0.805
133,10/30/25 10:00:53 AM,0.00,0.67,91.3,2.188,79.777,1069.350,-0.939
134,10/30/25 10:10:53 AM,0.00,0.00,102.5,2.738,77.435,1069.350,-0.811
135,10/30/25 10:20:53 AM,0.00,0.00,92.7,3.193,75.383,1069.350,-0.736
136,10/30/25 10:30:53 AM,0.33,1.00,64.6,4.008,74.528,1069.350,-0.103
137,10/30/25 10:40:53 AM,0.67,1.67,116.5,4.563,72.583,1069.350,0.069
138,10/30/25 10:50:53 AM,1.00,1.67,120.7,4.459,71.537,1069.350,-0.231
139,10/30/25 11:00:53 AM,0.67,1.67,105.3,5.100,69.268,1069.350,-0.058
140,10/30/25 11:10:53 AM,1.00,2.34,101.1,5.746,66.192,1069.350,-0.065
141,10/30/25 11:20:53 AM,1.34,2.67,94.1,5.802,64.704,1069.350,-0.324
142,10/30/25 11:30:53 AM,1.34,2.34,85.6,6.376,63.249,1069.350,-0.091
143,10/30/25 11:40:53 AM,1.34,3.34,95.5,6.928,61.894,1069.350,0.135
144,10/30/25 11:50:53 AM,2.34,4.34,88.4,6.877,60.301,1069.350,-0.272
145,10/30/25 12:00:53 PM,2.67,4.34,82.8,7.408,58.703,1069.350,-0.141
146,10/30/25 12:10:53 PM,3.67,5.68,89.9,7.676,55.593,1069.350,-0.636
147,10/30/25 12:20:53 PM,3.67,6.01,82.8,7.818,55.355,1069.350,-0.562
148,10/30/25 12:30:53 PM,3.34,5.01,91.3,7.826,56.474,1069.350,-0.280
149,10/30/25 12:40:53 PM,3.01,5.01,82.8,8.357,56.338,1069.350,0.184
150,10/30/25 12:50:53 PM,3.01,5.01,89.9,8.424,56.692,1069.350,0.333
151,10/30/25 01:00:53 PM,2.67,4.34,99.7,8.523,56.097,1069.350,0.280
152,10/30/25 01:10:53 PM,2.67,4.68,80.0,9.177,53.724,1069.350,0.294
153,10/30/25 01:20:53 PM,3.01,5.34,81.4,9.242,52.810,1069.350,0.118
154,10/30/25 01:30:53 PM,3.01,5.01,84.2,9.553,51.968,1069.350,0.185
155,10/30/25 01:40:53 PM,2.67,4.68,84.2,10.011,51.795,1069.350,0.563
156,10/30/25 01:50:53 PM,2.67,4.34,73.0,10.311,50.477,1069.350,0.484
157,10/30/25 02:00:53 PM,2.67,4.34,70.2,10.330,49.790,1069.350,0.313
158,10/30/25 02:10:53 PM,2.34,4.01,88.4,10.550,49.062,1069.350,0.312
159,10/30/25 02:20:53 PM,2.00,4.01,63.2,10.968,47.349,1069.350,0.206
160,10/30/25 02:30:53 PM,1.67,3.34,71.6,10.711,47.112,1069.350,-0.099
161,10/30/25 02:40:53 PM,1.34,3.01,103.9,11.000,46.629,1069.350,0.024
162,10/30/25 02:50:53 PM,1.67,3.34,94.1,11.081,46.111,1069.350,-0.056
163,10/30/25 03:00:53 PM,1.34,3.34,99.7,11.515,44.718,1069.350,-0.082
164,10/30/25 03:10:53 PM,1.00,2.67,103.9,11.834,43.809,1069.350,-0.074
165,10/30/25 03:20:53 PM,1.00,2.34,85.6,12.057,43.702,1069.350,0.095
166,10/30/25 03:30:53 PM,1.00,2.00,25.3,12.201,43.435,1069.350,0.141
167,10/30/25 03:40:53 PM,1.34,2.67,122.1,12.167,42.524,1069.350,-0.182
168,10/30/25 03:50:53 PM,0.67,2.00,109.5,12.354,41.782,1069.350,-0.254
169,10/30/25 04:00:53 PM,1.00,2.34,122.1,12.555,41.132,1069.350,-0.288
170,10/30/25 04:10:53 PM,0.67,1.67,89.9,13.531,39.916,1069.350,0.177
171,10/30/25 04:20:53 PM,1.00,2.67,108.1,12.899,40.320,1069.350,-0.252
172,10/30/25 04:30:53 PM,0.67,2.34,108.1,12.941,39.423,1069.350,-0.523
173,10/30/25 04:40:53 PM,1.00,2.00,168.5,12.317,40.111,1069.350,-0.847
174,10/30/25 04:50:53 PM,1.00,2.00,182.5,11.979,40.726,1069.350,-0.943
175,10/30/25 05:00:53 PM,0.33,1.67,210.6,12.357,40.188,1069.350,-0.785
176,10/30/25 05:10:53 PM,0.67,1.67,168.5,11.716,41.436,1069.350,-0.944
177,10/30/25 05:20:53 PM,0.67,1.34,150.2,10.915,43.742,1069.350,-0.930
178,10/30/25 05:30:53 PM,0.67,1.67,147.4,10.236,45.333,1069.350,-1.060
179,10/30/25 05:40:53 PM,1.67,2.67,165.7,8.869,57.903,1069.350,1.043
180,10/30/25 05:50:53 PM,2.00,3.01,202.2,8.083,61.854,1069.350,1.219
181,10/30/25 06:00:53 PM,1.00,2.34,241.5,7.848,62.615,1069.350,1.166
182,10/30/25 06:10:53 PM,0.33,1.00,279.4,7.660,62.951,1069.350,1.062
183,10/30/25 06:20:53 PM,0.00,1.00,292.0,7.362,64.167,1069.350,1.045
184,10/30/25 06:30:53 PM,0.67,2.00,262.5,6.628,66.383,1069.350,0.817
185,10/30/25 06:40:53 PM,1.34,2.34,254.1,5.542,69.865,1069.350,0.485
186,10/30/25 06:50:53 PM,1.34,2.34,272.4,4.384,73.838,1069.350,0.132
187,10/30/25 07:00:53 PM,1.67,2.34,283.6,4.279,74.530,1069.350,0.159
188,10/30/25 07:10:53 PM,1.67,2.00,307.5,4.121,74.391,1069.350,-0.019
189,10/30/25 07:20:53 PM,0.67,1.67,317.3,3.381,76.777,1069.350,-0.303
190,10/30/25 07:30:53 PM,1.00,2.00,321.5,3.668,76.109,1069.350,-0.144
191,10/30/25 07:40:53 PM,1.34,2.00,289.2,3.311,76.980,1069.350,-0.335
192,10/30/25 07:50:53 PM,1.00,1.67,269.6,3.282,77.876,1069.350,-0.204
193,10/30/25 08:00:53 PM,1.00,1.67,286.4,3.027,78.387,1069.350,-0.362
194,10/30/25 08:10:53 PM,1.34,1.67,279.4,3.140,78.218,1069.350,-0.282
195,10/30/25 08:20:53 PM,1.34,2.00,265.3,3.311,77.494,1069.350,-0.243
196,10/30/25 08:30:53 PM,1.00,2.00,263.9,3.472,76.539,1069.350,-0.257
197,10/30/25 08:40:53 PM,1.67,2.34,251.3,2.553,78.854,1069.350,-0.743
198,10/30/25 08:50:53 PM,1.34,2.00,268.1,1.494,82.899,1069.350,-1.094
199,10/30/25 09:00:53 PM,1.34,2.00,279.4,1.512,83.366,1069.350,-1.000
200,10/30/25 09:10:53 PM,1.00,1.67,275.2,2.032,81.962,1069.350,-0.723
201,10/30/25 09:20:53 PM,1.34,1.67,278.0,1.545,83.114,1069.350,-1.009
202,10/30/25 09:30:53 PM,0.67,1.34,283.6,1.338,83.755,1069.350,-1.107
203,10/30/25 09:40:53 PM,0.33,1.00,283.6,2.032,81.964,1069.350,-0.722
204,10/30/25 09:50:53 PM,0.00,1.00,286.4,2.400,80.475,1069.350,-0.613
205,10/30/25 10:00:53 PM,1.00,1.67,318.7,2.284,80.540,1069.350,-0.716
206,10/30/25 10:10:53 PM,1.00,1.67,338.3,1.898,81.814,1069.350,-0.878
207,10/30/25 10:20:53 PM,1.34,2.00,294.8,1.724,82.036,1069.350,-1.012
208,10/30/25 10:30:53 PM,1.34,2.00,287.8,1.569,81.959,1069.350,-1.176
209,10/30/25 10:40:53 PM,1.34,2.00,283.6,1.579,81.953,1069.350,-1.167
210,10/30/25 10:50:53 PM,0.67,1.67,286.4,1.346,82.412,1069.350,-1.319
211,10/30/25 11:00:53 PM,0.00,0.00,286.4,0.979,83.636,1069.350,-1.479
212,10/30/25 11:10:53 PM,0.00,0.00,286.4,1.220,83.255,1069.350,-1.304
213,10/30/25 11:20:53 PM,0.00,0.00,286.4,1.343,82.698,1069.350,-1.275
214,10/30/25 11:30:53 PM,0.33,1.34,303.2,1.102,83.310,1069.350,-1.411
215,10/30/25 11:40:53 PM,1.00,1.34,2.8,1.317,82.815,1069.350,-1.281
216,10/30/25 11:50:53 PM,0.33,1.34,7.0,0.947,83.932,1069.350,-1.462
217,10/31/25 12:00:53 AM,0.00,0.00,8.4,0.306,86.699,1069.350,-1.652
218,10/31/25 12:10:53 AM,0.00,0.00,8.4,-0.407,88.499,1069.350,-2.077
219,10/31/25 12:20:53 AM,0.00,0.00,8.4,-0.801,89.288,1069.350,-2.346
220,10/31/25 12:30:53 AM,0.00,0.00,8.4,-0.796,89.972,1069.350,-2.238
221,10/31/25 12:40:53 AM,0.00,0.00,344.0,-0.595,89.378,1069.350,-2.129
222,10/31/25 12:50:53 AM,0.00,0.00,314.5,-0.335,89.262,1069.350,-1.889
223,10/31/25 01:00:53 AM,0.00,1.67,304.7,0.118,87.916,1069.350,-1.648
224,10/31/25 01:10:53 AM,1.34,2.00,248.5,-0.506,89.216,1069.350,-2.065
225,10/31/25 01:20:53 AM,1.00,2.34,280.8,-0.930,90.532,1069.350,-2.287
226,10/31/25 01:30:53 AM,1.00,1.34,296.2,-0.378,89.885,1069.350,-1.838
227,10/31/25 01:40:53 AM,1.34,1.67,272.4,-0.466,89.163,1069.350,-2.034
228,10/31/25 01:50:53 AM,1.00,1.67,240.1,-0.911,90.381,1069.350,-2.291
229,10/31/25 02:00:53 AM,0.67,1.34,279.4,-1.193,91.707,1069.350,-2.374
230,10/31/25 02:10:53 AM,1.00,1.34,292.0,-0.271,89.819,1069.350,-1.742
231,10/31/25 02:20:53 AM,0.67,1.34,292.0,0.770,85.435,1069.350,-1.395
232,10/31/25 02:30:53 AM,1.34,2.00,266.7,-0.045,87.375,1069.350,-1.892
233,10/31/25 02:40:53 AM,1.00,2.00,283.6,-0.713,91.202,1069.350,-1.972
234,10/31/25 02:50:53 AM,0.67,1.67,278.0,0.027,88.920,1069.350,-1.584
235,10/31/25 03:00:53 AM,1.34,2.00,286.4,0.078,87.292,1069.350,-1.784
236,10/31/25 03:10:53 AM,1.34,2.34,303.2,0.078,86.921,1069.350,-1.842
237,10/31/25 03:20:53 AM,0.67,2.00,299.0,-0.008,86.964,1069.350,-1.920
238,10/31/25 03:30:53 AM,1.34,2.00,292.0,0.003,87.105,1069.350,-1.887
239,10/31/25 03:40:53 AM,1.34,2.00,287.8,0.416,86.032,1069.350,-1.648
240,10/31/25 03:50:53 AM,0.33,1.67,280.8,0.368,85.913,1069.350,-1.714
241,10/31/25 04:00:53 AM,0.33,1.34,314.5,0.132,86.885,1069.350,-1.794
242,10/31/25 04:10:53 AM,0.67,1.67,280.8,0.051,86.506,1069.350,-1.933
243,10/31/25 04:20:53 AM,1.00,1.67,209.2,-0.595,89.154,1069.350,-2.163
244,10/31/25 04:30:53 AM,0.33,1.00,276.6,-0.968,89.755,1069.350,-2.441
245,10/31/25 04:40:53 AM,0.67,1.34,355.2,-0.895,89.918,1069.350,-2.344
246,10/31/25 04:50:53 AM,1.00,1.67,329.9,-1.043,88.403,1069.350,-2.719
247,10/31/25 05:00:53 AM,1.67,2.67,306.1,-1.236,88.963,1069.350,-2.825
248,10/31/25 05:10:53 AM,1.67,2.67,299.0,-1.375,89.378,1069.350,-2.900
249,10/31/25 05:20:53 AM,1.34,2.67,299.0,-1.466,89.136,1069.350,-3.026
250,10/31/25 05:30:53 AM,0.67,2.00,292.0,-1.214,88.872,1069.350,-2.817
251,10/31/25 05:40:53 AM,1.67,2.34,290.6,-1.600,89.383,1069.350,-3.122
252,10/31/25 05:50:53 AM,1.67,2.34,278.0,-1.801,89.940,1069.350,-3.237
253,10/31/25 06:00:53 AM,1.67,2.00,294.8,-2.356,91.215,1069.350,-3.599
254,10/31/25 06:10:53 AM,1.00,1.34,294.8,-2.504,91.740,1069.350,-3.669
255,10/31/25 06:20:53 AM,0.67,1.34,297.6,-2.571,91.585,1069.350,-3.758
256,10/31/25 06:30:53 AM,1.34,2.00,294.8,-2.683,91.891,1069.350,-3.825
257,10/31/25 06:40:53 AM,1.67,2.67,290.6,-2.683,91.983,1069.350,-3.811
258,10/31/25 06:50:53 AM,1.34,2.34,283.6,-2.863,91.930,1069.350,-3.997
259,10/31/25 07:00:53 AM,1.34,2.67,287.8,-2.498,91.604,1069.350,-3.683
260,10/31/25 07:10:53 AM,2.34,4.01,293.4,-2.233,89.740,1069.350,-3.695
261,10/31/25 07:20:53 AM,1.67,2.67,299.0,-1.783,88.376,1069.350,-3.454
262,10/31/25 07:30:53 AM,1.00,2.34,283.6,-1.536,87.054,1069.350,-3.412
263,10/31/25 07:40:53 AM,1.34,2.34,272.4,-1.600,86.761,1069.350,-3.520
264,10/31/25 07:50:53 AM,1.34,2.67,247.1,-2.434,88.714,1069.350,-4.046
265,10/31/25 08:00:53 AM,1.00,1.67,256.9,-2.954,90.124,1069.350,-4.351
266,10/31/25 08:10:53 AM,1.34,2.34,272.4,-2.418,88.832,1069.350,-4.013
267,10/31/25 08:20:53 AM,1.00,2.00,235.9,-3.123,90.594,1069.350,-4.450
268,10/31/25 08:30:53 AM,1.00,2.00,261.1,-2.536,88.753,1069.350,-4.141
269,10/31/25 08:40:53 AM,1.34,2.00,283.6,-2.659,89.448,1069.350,-4.159
270,10/31/25 08:50:53 AM,1.00,2.34,289.2,-1.241,85.505,1069.350,-3.362
271,10/31/25 09:00:53 AM,0.67,1.34,261.1,-0.303,83.590,1069.350,-2.744
272,10/31/25 09:10:53 AM,1.00,1.67,262.5,0.684,81.198,1069.350,-2.169
273,10/31/25 09:20:53 AM,1.00,1.67,280.8,1.687,78.692,1069.350,-1.614
274,10/31/25 09:30:53 AM,1.34,2.00,287.8,2.890,75.367,1069.350,-1.033
275,10/31/25 09:40:53 AM,1.00,1.67,294.8,3.976,70.716,1069.350,-0.854
276,10/31/25 09:50:53 AM,0.67,1.34,318.7,4.684,68.777,1069.350,-0.555
277,10/31/25 10:00:53 AM,0.33,1.34,89.9,4.523,73.745,1069.350,0.249
